Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min,xG_expected,npxG_expected,xA_expected,xG_per90min,xA_per90min,xG_plus_xA_per90min,npxG_per90min,npxG_plus_xA_per90min
248,Doneil Henry\Doneil-Henry,ca CAN,DF,Vancouver,24,1993,14,14,1260,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.04,0,0.04,0.04,0.04
249,Fabian Herbers\Fabian-Herbers,de GER,FWMF,Philadelphia,24,1993,9,5,428,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.07,0.09,0.16,0.07,0.16
250,Zachary Herivaux\Zachary-Herivaux,ht HAI,MFDF,New England,21,1996,5,2,158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Jason Hernandez\Jason-Hernandez,pr PUR,DF,Toronto FC,34,1983,10,7,534,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,José Hernández\Jose-Hernandez,ve VEN,DF,Atlanta,20,1997,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Aaron Herrera\Aaron-Herrera,us USA,DF,Real Salt Lake,20,1997,16,14,1235,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3,0,0.02,0.02,0,0.02
254,Yangel Herrera\Yangel-Herrera,ve VEN,MF,NYCFC,20,1998,15,13,1111,0,2,0,0,4,0,0,0.16,0.16,0,0.16,1.6,1.6,0.5,0.14,0.04,0.19,0.14,0.19
255,Federico Higuaín\Federico-Higuain,ar ARG,MF,Columbus,33,1984,30,27,2373,6,6,3,3,5,1,0.23,0.23,0.46,0.11,0.34,6.5,4.2,7.4,0.25,0.28,0.53,0.16,0.44
256,Cristian Higuita\Cristian-Higuita,co COL,MF,Orlando City,24,1994,21,18,1354,4,0,0,0,6,1,0.27,0,0.27,0.27,0.27,1.4,1.4,1,0.09,0.07,0.16,0.09,0.16
257,Tomas Hilliard-Arce\Tomas-Hilliard-Arce,us USA,DF,LA Galaxy,22,1995,5,4,302,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0,0.02,0.02,0.02
258,Danny Hoesen\Danny-Hoesen,nl NED,FW,San Jose,27,1991,34,29,2484,12,3,0,0,1,0,0.43,0.11,0.54,0.43,0.54,8.6,8.6,2.6,0.31,0.09,0.41,0.31,0.41
259,Ryan Hollingshead\Ryan-Hollingshead,us USA,DF,FC Dallas,26,1991,18,7,775,1,2,0,0,0,0,0.12,0.23,0.35,0.12,0.35,0.7,0.7,1.2,0.09,0.14,0.23,0.09,0.23
260,David Horst\David-Horst,us USA,DF,Real Salt Lake,32,1985,5,3,313,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.06,0.03,0.09,0.06,0.09
261,André Horta\Andre-Horta,pt POR,MF,Los Angeles FC,21,1996,11,3,325,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.19,0.05,0.24,0.19,0.24
262,Cédric Hountondji\Cedric-Hountondji,bj BEN,FW,NYCFC,24,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Tim Howard\Tim-Howard,us USA,GK,Colorado,38,1979,33,33,2899,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0
264,Erik Hurtado\Erik-Hurtado,us USA,FWMF,Vancouver,27,1990,12,4,488,2,1,0,0,0,0,0.37,0.18,0.55,0.37,0.55,1.2,1.2,0.4,0.22,0.07,0.29,0.22,0.29
265,Baggio Husidić\Baggio-Husidic,ba BIH,MFFW,LA Galaxy,30,1987,7,1,211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
266,Jahmir Hyka\Jahmir-Hyka,al ALB,MFFW,San Jose,29,1988,19,11,912,3,0,0,0,0,0,0.3,0,0.3,0.3,0.3,1.4,1.4,1.3,0.14,0.13,0.26,0.14,0.26
267,Miguel Ibarra\Miguel-Ibarra,us USA,FWMF,Minnesota,27,1990,33,31,2710,7,7,0,0,4,1,0.23,0.23,0.46,0.23,0.46,6.3,6.3,6.9,0.21,0.23,0.44,0.21,0.44
268,Romario Ibarra\Romario-Ibarra,ec ECU,FWMF,Minnesota,23,1994,9,2,277,3,0,0,0,0,0,0.97,0,0.97,0.97,0.97,2.5,2.5,0.1,0.82,0.03,0.85,0.82,0.85
269,Sebastien Ibeagha\Sebastien-Ibeagha,us USA,DF,NYCFC,26,1992,26,18,1724,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.02,0,0.02,0.02,0.02
270,Bernie Ibini-Isei\Bernie-Ibini-Isei,au AUS,MFFW,Vancouver,25,1992,8,6,418,0,1,0,0,0,0,0,0.22,0.22,0,0.22,0.4,0.4,0.4,0.08,0.08,0.16,0.08,0.16
271,Zlatan Ibrahimović\Zlatan-Ibrahimovic,se SWE,FW,LA Galaxy,36,1981,27,24,2142,22,6,4,4,5,1,0.92,0.25,1.18,0.76,1.01,13.6,10.6,3.9,0.57,0.17,0.74,0.44,0.61
272,Ibson\Ibson,br BRA,MF,Minnesota,34,1983,27,23,2100,4,1,0,0,5,0,0.17,0.04,0.21,0.17,0.21,3.3,3.3,1.5,0.14,0.07,0.21,0.14,0.21
273,Ilsinho\Ilsinho,br BRA,FWMF,Philadelphia,32,1985,23,9,989,6,2,1,1,1,0,0.55,0.18,0.73,0.46,0.64,2.1,1.4,1.5,0.19,0.13,0.33,0.12,0.26
274,Jo Inge Berget\Jo-Inge-Berget,no NOR,FW,NYCFC,27,1990,23,19,1560,4,3,0,0,1,0,0.23,0.17,0.4,0.23,0.4,5.6,5.6,2.5,0.34,0.16,0.5,0.34,0.5
275,Clint Irwin\Clint-Irwin,us USA,GK,Toronto FC,28,1989,7,7,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Andreas Ivan\Andreas-Ivan,ro ROU,FW,NY Red Bulls,23,1995,9,1,192,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.7,0.1,0.33,0.44,0.1,0.44
277,R. J. Allen\R-J-Allen,us USA,DF,Orlando City,27,1990,18,10,971,0,1,0,0,2,0,0,0.09,0.09,0,0.09,0.2,0.2,1.1,0.01,0.1,0.11,0.01,0.11
278,Niki Jackson\Niki-Jackson,us USA,FWMF,Colorado,22,1995,15,1,441,3,0,0,0,4,1,0.61,0,0.61,0.61,0.61,1.6,1.6,0.1,0.32,0.02,0.34,0.32,0.34
279,Anthony Jackson-Hamel\Anthony-Jackson-Hamel,ca CAN,FW,Montreal,24,1993,16,6,584,2,0,0,0,0,0,0.31,0,0.31,0.31,0.31,2,2,0.3,0.31,0.05,0.36,0.31,0.36
280,Modou Jadama\Modou-Jadama,us USA,DF,Portland,23,1994,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.18,0,0.18,0.18,0.18
281,Adam Jahn\Adam-Jahn,us USA,FWMF,Columbus,27,1991,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0.23,0.2,0.23
282,Dejan Jakovic\Dejan-Jakovic,ca CAN,DF,Los Angeles FC,32,1985,15,13,1148,0,0,0,0,2,1,0,0,0,0,0,0.4,0.4,0,0.03,0,0.03,0.03,0.03
283,Bradford Jamieson IV\Bradford-Jamieson-IV,us USA,MFFW,LA Galaxy,21,1996,6,3,272,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.2,0.25,0.05,0.3,0.25,0.3
284,Lucas Janson\Lucas-Janson,ar ARG,FWMF,Toronto FC,23,1994,11,8,818,4,2,0,0,0,0,0.44,0.22,0.66,0.44,0.66,4.1,4.1,1.4,0.45,0.15,0.6,0.45,0.6
285,Jared Jeffrey\Jared-Jeffrey,us USA,MFFW,D.C. United,27,1990,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Hector Jiménez\Hector-Jimenez,us USA,DF,Columbus,29,1988,11,7,657,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05
287,Daniel Johnson\Daniel-Johnson,us USA,DFFW,Chicago,22,1995,7,3,262,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.01,0.05,0.04,0.05
288,Sean Johnson\Sean-Johnson,us USA,GK,NYCFC,28,1989,32,32,2880,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Will Johnson\Will-Johnson,ca CAN,MFDF,Orlando City,31,1987,28,26,2187,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,0.8,0.12,0.03,0.15,0.12,0.15
290,Derrick Jones\Derrick-Jones,us USA,MF,Philadelphia,20,1997,12,3,393,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.05,0.01,0.06,0.05,0.06
291,Marcel de Jong\Marcel-de-Jong,ca CAN,DF,Vancouver,31,1986,19,17,1389,0,2,0,0,3,0,0,0.13,0.13,0,0.13,0.2,0.2,1.3,0.01,0.09,0.1,0.01,0.1
292,Efraín Juárez\Efrain-Juarez,mx MEX,MF,Vancouver,29,1988,16,14,1157,0,1,0,0,4,2,0,0.08,0.08,0,0.08,0.7,0.7,1.3,0.05,0.1,0.15,0.05,0.15
293,Florian Jungwirth\Florian-Jungwirth,de GER,DFMF,San Jose,29,1989,31,27,2401,3,4,0,0,4,0,0.11,0.15,0.26,0.11,0.26,2.1,2.1,1.7,0.08,0.07,0.14,0.08,0.14
294,Kaku\Kaku,py PAR,MF,NY Red Bulls,23,1995,30,29,2410,6,10,2,3,5,0,0.22,0.37,0.6,0.15,0.52,5.5,3.3,6.1,0.21,0.23,0.44,0.12,0.35
295,Brent Kallman\Brent-Kallman,us USA,DF,Minnesota,27,1990,24,22,1953,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.4,0.04,0.02,0.05,0.04,0.05
296,Kei Kamara\Kei-Kamara,sl SLE,FW,Vancouver,33,1984,28,24,2165,14,5,3,3,5,0,0.58,0.21,0.79,0.46,0.67,15,12.7,2.7,0.62,0.11,0.73,0.53,0.64
297,Ola Kamara\Ola-Kamara,no NOR,FW,LA Galaxy,28,1989,31,30,2689,14,2,0,0,2,0,0.47,0.07,0.54,0.47,0.54,12.8,12.8,4.6,0.43,0.15,0.58,0.43,0.58
298,Alec Kann\Alec-Kann,us USA,GK,Atlanta,27,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Johan Kappelhof\Johan-Kappelhof,nl NED,DF,Chicago,27,1990,29,29,2603,0,2,0,0,9,1,0,0.07,0.07,0,0.07,0.2,0.2,0.3,0.01,0.01,0.02,0.01,0.02
300,Guram Kashia\Guram-Kashia,ge GEO,DF,San Jose,30,1987,12,12,1080,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.2,0.03,0.02,0.05,0.03,0.05
301,Aleksandar Katai\Aleksandar-Katai,rs SRB,FWMF,Chicago,26,1991,33,27,2426,12,3,0,0,6,0,0.45,0.11,0.56,0.45,0.56,7.5,7.5,4.8,0.28,0.18,0.46,0.28,0.46
302,Mark-Anthony Kaye\Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,23,1994,20,20,1573,2,3,0,0,3,0,0.11,0.17,0.29,0.11,0.29,1.8,1.8,3.2,0.11,0.19,0.3,0.11,0.3
303,Kim Kee-hee\Kim-Kee-hee,kr KOR,DF,Seattle,28,1989,29,28,2442,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.8,0.02,0.03,0.05,0.02,0.05
304,Dane Kelly\Dane-Kelly,jm JAM,MF,D.C. United,26,1991,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Jon Kempin\Jon-Kempin,us USA,GK,Columbus,24,1993,5,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Perry Kitchen\Perry-Kitchen,us USA,MF,LA Galaxy,25,1992,31,27,2337,0,0,0,0,7,0,0,0,0,0,0,0.7,0.7,0.2,0.03,0.01,0.03,0.03,0.03
307,Emrah Klimenta\Emrah-Klimenta,me MNE,DF,LA Galaxy,26,1991,2,2,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Sacha Kljestan\Sacha-Kljestan,us USA,MFFW,Orlando City,32,1985,30,29,2518,6,5,2,3,4,0,0.21,0.18,0.39,0.14,0.32,6.5,4.2,6.4,0.23,0.23,0.46,0.15,0.38
309,Brad Knighton\Brad-Knighton,us USA,GK,New England,32,1985,7,7,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Aaron Kovar\Aaron-Kovar,us USA,FWMF,Los Angeles FC,24,1993,11,7,522,0,2,0,0,0,0,0,0.34,0.34,0,0.34,1.3,1.3,1.1,0.22,0.19,0.4,0.22,0.4
311,Kevin Kratz\Kevin-Kratz,de GER,MFFW,Atlanta,31,1987,27,2,519,2,0,0,0,0,0,0.35,0,0.35,0.35,0.35,1,1,0.5,0.18,0.08,0.26,0.18,0.26
312,Damir Kreilach\Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,28,1989,33,31,2779,12,4,0,0,5,0,0.39,0.13,0.52,0.39,0.52,8.9,8.9,2.3,0.29,0.07,0.36,0.29,0.36
313,Ken Krolicki\Ken-Krolicki,us USA,MF,Montreal,21,1996,24,18,1585,0,0,0,0,5,0,0,0,0,0,0,1.1,1.1,0.5,0.06,0.03,0.09,0.06,0.09
314,Ethan Kutler\Ethan-Kutler,us USA,DF,NY Red Bulls,22,1995,4,1,102,0,1,0,0,0,0,0,0.88,0.88,0,0.88,0,0,0.5,0.04,0.42,0.46,0.04,0.46
315,Wan Kuzain\Wan-Kuzain,my MAS,MF,Sporting KC,19,1998,6,3,310,1,0,0,0,1,0,0.29,0,0.29,0.29,0.29,0.4,0.4,0,0.1,0,0.1,0.1,0.1
316,Connor Lade\Connor-Lade,us USA,DF,NY Red Bulls,28,1989,21,15,1318,0,1,0,0,3,0,0,0.07,0.07,0,0.07,0.3,0.3,2.3,0.02,0.16,0.18,0.02,0.18
317,Roland Lamah\Roland-Lamah,be BEL,FWMF,FC Dallas,30,1987,29,21,1859,8,5,0,1,4,0,0.39,0.24,0.63,0.39,0.63,5.3,4.6,4.1,0.26,0.2,0.46,0.22,0.42
318,Matt Lampson\Matt-Lampson,us USA,GK,Minnesota,28,1989,9,9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Jeff Larentowicz\Jeff-Larentowicz,us USA,MFDF,Atlanta,34,1983,34,33,2769,1,2,0,0,6,0,0.03,0.07,0.1,0.03,0.1,1.5,1.5,0.3,0.05,0.01,0.06,0.05,0.06
320,Richie Laryea\Richie-Laryea,ca CAN,MFFW,Orlando City,23,1995,9,2,258,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.11,0.08,0.2,0.11,0.2
321,Ariel Lassiter\Ariel-Lassiter,cr CRC,FW,LA Galaxy,23,1994,7,1,92,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.47,0.04,0.5,0.47,0.5
322,Kemar Lawrence\Kemar-Lawrence,jm JAM,DF,NY Red Bulls,25,1992,28,27,2436,2,1,0,0,1,0,0.07,0.04,0.11,0.07,0.11,0.7,0.7,1.6,0.02,0.06,0.08,0.02,0.08
323,Kelvin Leerdam\Kelvin-Leerdam,nl NED,DF,Seattle,27,1990,26,24,1957,0,4,0,0,4,1,0,0.18,0.18,0,0.18,0.4,0.4,2.9,0.02,0.14,0.15,0.02,0.15
324,Michael de Leeuw\Michael-de-Leeuw,nl NED,FWMF,Chicago,31,1986,9,5,451,2,1,0,0,1,0,0.4,0.2,0.6,0.4,0.6,2.3,2.3,0.5,0.47,0.1,0.57,0.47,0.57
325,Brooks Lennon\Brooks-Lennon,us USA,DF,Real Salt Lake,20,1997,33,32,2847,0,4,0,0,7,0,0,0.13,0.13,0,0.13,0.4,0.4,3.2,0.01,0.1,0.11,0.01,0.11
326,Leonardo\Leonardo,br BRA,DF,Houston,29,1988,24,19,1773,1,0,0,0,4,0,0.05,0,0.05,0.05,0.05,0.2,0.2,0.1,0.01,0,0.01,0.01,0.01
327,Brett Levis\Brett-Levis,ca CAN,DF,Vancouver,24,1993,14,13,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.05,0.05,0,0.05
328,Jonathan Lewis\Jonathan-Lewis,us USA,FWMF,NYCFC,20,1997,14,0,232,1,2,0,0,0,0,0.39,0.78,1.16,0.39,1.16,1,1,1.7,0.39,0.67,1.06,0.39,1.06
329,Grant Lillard\Grant-Lillard,us USA,DF,Chicago,22,1995,8,6,564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Nick Lima\Nick-Lima,us USA,DF,San Jose,23,1994,34,34,3048,2,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,3,0.02,0.09,0.1,0.02,0.1
331,Cameron Lindley\Cameron-Lindley,us USA,MF,Orlando City,20,1997,3,3,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.02,0.03,0.05,0.02,0.05
332,Jaylin Lindsey\Jaylin-Lindsey,us USA,DF,Sporting KC,17,2000,7,6,554,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.06,0.07,0.14,0.06,0.14
333,Sebastian Lletget\Sebastian-Lletget,us USA,MF,LA Galaxy,25,1992,28,21,1878,3,1,0,0,2,0,0.14,0.05,0.19,0.14,0.19,2.6,2.6,2.3,0.12,0.11,0.24,0.12,0.24
334,Cristian Lobato\Cristian-Lobato,es ESP,DFFW,Sporting KC,28,1989,7,3,328,2,0,0,0,0,0,0.55,0,0.55,0.55,0.55,1.2,1.2,0.4,0.33,0.11,0.44,0.33,0.44
335,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MFFW,Seattle,28,1989,27,27,2428,8,12,5,5,3,0,0.3,0.44,0.74,0.11,0.56,6.5,2.7,10,0.24,0.37,0.61,0.1,0.47
336,Aaron Long\Aaron-Long,us USA,DF,NY Red Bulls,25,1992,34,31,2808,3,1,0,0,1,0,0.1,0.03,0.13,0.1,0.13,1.7,1.7,0.4,0.05,0.01,0.07,0.05,0.07
337,Luis López Fernández\Luis-Lopez-Fernandez,hn HON,GK,Los Angeles FC,24,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Ricky Lopez-Espin\Ricky-Lopez-Espin,us USA,FW,Real Salt Lake,22,1995,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.34,0,0.34,0.34,0.34
339,Daniel Lovitz\Daniel-Lovitz,us USA,DF,Montreal,26,1991,31,29,2650,1,3,0,0,3,1,0.03,0.1,0.14,0.03,0.14,1.3,1.3,3.4,0.04,0.11,0.16,0.04,0.16
340,Jorge Luis Corrales\Jorge-Luis-Corrales,cu CUB,DF,Chicago,26,1991,17,15,1293,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.7,0.01,0.05,0.06,0.01,0.06
341,Adam Lundqvist\Adam-Lundqvist,se SWE,DF,Houston,23,1994,16,12,1202,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1.1,0.01,0.08,0.09,0.01,0.09
342,Larrys Mabiala\Larrys-Mabiala,cd COD,DF,Portland,30,1987,31,31,2744,5,1,0,0,5,0,0.16,0.03,0.2,0.16,0.2,2.5,2.5,0.2,0.08,0.01,0.09,0.08,0.09
343,Adolfo Machado\Adolfo-Machado,pa PAN,DF,Houston,32,1985,21,18,1697,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.5,0.01,0.03,0.03,0.01,0.03
344,Cristhian Machado\Cristhian-Machado,bo BOL,MF,New England,27,1990,3,2,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Zac MacMath\Zac-MacMath,us USA,GK,Colorado,26,1991,2,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.12,0.12,0,0.12
346,Calum Mallace\Calum-Mallace,sco SCO,MF,Los Angeles FC,28,1990,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.27,0.33,0.06,0.33
347,Connor Maloney\Connor-Maloney,us USA,DF,Columbus,22,1995,1,0,29,0,1,0,0,1,0,0,3.1,3.1,0,3.1,0,0,0.2,0,0.47,0.47,0,0.47
348,Michael Mancienne\Michael-Mancienne,eng ENG,DF,New England,30,1988,10,10,900,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01
349,Matteo Mancosu\Matteo-Mancosu,it ITA,FW,Montreal,33,1984,20,14,1097,3,0,0,0,1,0,0.25,0,0.25,0.25,0.25,3.6,3.6,0.6,0.3,0.05,0.35,0.3,0.35
350,Carter Manley\Carter-Manley,us USA,DF,Minnesota,21,1996,8,4,505,0,1,0,0,0,0,0,0.18,0.18,0,0.18,0,0,0.1,0,0.02,0.02,0,0.02
351,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,22,1995,33,30,2627,19,0,2,2,1,0,0.65,0,0.65,0.58,0.58,15.9,14.3,4.3,0.54,0.15,0.69,0.49,0.64
352,J.T. Marcinkowski\JT-Marcinkowski,us USA,GK,San Jose,20,1997,5,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Stefan Marinovic\Stefan-Marinovic,nz NZL,GK,Vancouver,26,1991,24,24,2160,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Chad Marshall\Chad-Marshall,us USA,DF,Seattle,33,1984,30,30,2582,4,1,0,0,0,1,0.14,0.03,0.17,0.14,0.17,2,2,0.5,0.07,0.02,0.09,0.07,0.09
355,Collin Martin\Collin-Martin,us USA,MFFW,Minnesota,23,1994,12,5,521,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.03,0.04,0.07,0.03,0.07
356,Cristian Martínez\Cristian-Martinez,pa PAN,FWMF,Columbus,20,1997,14,11,835,0,2,0,0,1,0,0,0.22,0.22,0,0.22,1.3,1.3,1.2,0.14,0.12,0.26,0.14,0.26
357,Enzo Martínez\Enzo-Martinez,uy URU,MF,Colorado,27,1990,22,15,1407,0,3,0,0,4,0,0,0.19,0.19,0,0.19,0.9,0.9,1.9,0.06,0.12,0.18,0.06,0.18
358,Josef Martínez\Josef-Martinez,ve VEN,FW,Atlanta,24,1993,34,34,2886,31,5,8,9,1,0,0.97,0.16,1.12,0.72,0.87,30.1,23.2,4.7,0.94,0.15,1.08,0.72,0.87
359,Tomás Martínez\Tomas-Martinez,ar ARG,MF,Houston,22,1995,32,31,2438,5,7,0,0,5,1,0.18,0.26,0.44,0.18,0.44,6,6,4.8,0.22,0.18,0.4,0.22,0.4
360,Joe Mason\Joe-Mason,ie IRL,FWMF,Colorado,26,1991,14,9,755,3,0,0,0,2,0,0.36,0,0.36,0.36,0.36,2.8,2.8,0.3,0.34,0.04,0.37,0.34,0.37
361,Rónald Matarrita\Ronald-Matarrita,cr CRC,DFFW,NYCFC,23,1994,24,15,1370,2,1,0,0,3,1,0.13,0.07,0.2,0.13,0.2,1.9,1.9,2.4,0.13,0.16,0.28,0.13,0.28
362,Darren Mattocks\Darren-Mattocks,jm JAM,FW,D.C. United,27,1990,25,14,1273,10,0,0,1,3,0,0.71,0,0.71,0.71,0.71,8.7,7.9,1.4,0.62,0.1,0.71,0.56,0.66
363,Aaron Maund\Aaron-Maund,tt TRI,DF,Vancouver,27,1990,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.02,0,0.02,0.02,0.02
364,Jimmy Maurer\Jimmy-Maurer,us USA,GK,FC Dallas,29,1988,13,13,1170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Chris Mavinga\Chris-Mavinga,cd COD,DF,Toronto FC,26,1991,12,11,933,0,0,0,0,2,1,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01
366,Olivier Mbaizo\Olivier-Mbaizo,cm CMR,DF,Philadelphia,20,1997,1,1,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Jack McBean\Jack-McBean,us USA,FW,Colorado,23,1994,22,13,1058,2,1,1,1,5,0,0.17,0.09,0.26,0.09,0.17,4.1,3.3,1.2,0.34,0.11,0.45,0.28,0.39
368,Chris McCann\Chris-McCann,ie IRL,DFMF,Atlanta,30,1987,22,21,1800,1,0,0,0,5,0,0.05,0,0.05,0.05,0.05,0.9,0.9,2,0.05,0.1,0.15,0.05,0.15
369,John McCarthy\John-McCarthy,us USA,GK,Philadelphia,25,1992,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Dax McCarty\Dax-McCarty,us USA,MF,Chicago,30,1987,26,26,2255,0,2,0,0,5,0,0,0.08,0.08,0,0.08,0.3,0.3,1.1,0.01,0.04,0.06,0.01,0.06
371,Jordan McCrary\Jordan-McCrary,us USA,DF,Seattle,24,1993,14,9,879,0,0,0,0,4,1,0,0,0,0,0,0.3,0.3,0,0.03,0,0.03,0.03,0.03
372,Mark McKenzie\Mark-McKenzie,us USA,DF,Philadelphia,18,1999,19,18,1629,0,0,0,0,4,0,0,0,0,0,0,0.8,0.8,0.3,0.04,0.02,0.06,0.04,0.06
373,Patrick McLain\Patrick-McLain,us USA,GK,Chicago,29,1988,5,5,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Thomas McNamara\Thomas-McNamara,us USA,MFFW,NYCFC,26,1991,10,4,371,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.1,0.12,0.03,0.15,0.12,0.15
